Hero_id,Hero_name,Affiliation,degree_centrality,closeness_centrality,betweenness_centrality,y,Ant-Man,Ant-Man and the Wasp,Ant-Man and the Wasp: Quantumania,Avengers: Age of Ultron,Avengers: Endgame,Avengers: Infinity War,Black Panther,Black Panther: Wakanda Forever,Black Widow,Captain America: Civil War,Captain America: The First Avenger,Captain America: The Winter Soldier,Captain Marvel,Doctor Strange,Doctor Strange in the Multiverse of Madness,Eternals,Guardians of the Galaxy,Guardians of the Galaxy Vol. 2,Iron Man,Iron Man 2,Iron Man 3,Marvel’s The Avengers,Shang-Chi and the Legend of the Ten Rings,Spider-Man: Far From Home,Spider-Man: Homecoming,Spider-Man: No Way Home,The Incredible Hulk,Thor,Thor: Love and Thunder,Thor: Ragnarok,Thor: The Dark World
228,Nomble,Unnafiliated,0.5174410118549184,0.37594509161950806,-0.05809218171463925,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,Nova Prime,Unnafiliated,-0.5895576234670511,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Obadiah Stane,Unnafiliated,-0.32028768514549094,-0.4297234859644425,-0.3520893459369484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
231,Oblo,Unnafiliated,-0.3502065671812199,-0.7291417778609389,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Odin,Unnafiliated,0.4576032477834606,0.2537369365927288,-0.11310599007378638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
233,Okoye,Dora Milaje,1.6244396471768883,0.6754111512215591,1.2796188131419264,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Oksana,Unnafiliated,-0.8887464438243402,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,P. Cleary,Unnafiliated,-0.5297198593955933,-0.4960752477398321,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
236,Phastos,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Phil Coulson,Unnafiliated,0.4576032477834606,0.1564616207061632,0.1510198827159081,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0
238,Pietro Maximoff,Avengers,-0.5895576234670511,-0.29283293744645833,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Pip the Troll,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Principal Morita,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
241,Proxima Midnight,Children of Thanos,1.02606200646231,0.5274177786150799,-0.3669523568890587,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Quaz,Unnafiliated,-0.61947650550278,-0.6831896404931457,-0.38189727396953366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Rama-Tut,Unnafiliated,-0.61947650550278,-0.6831896404931457,-0.38189727396953366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Ramonda,Unnafiliated,1.4150074729267859,0.6224300440160406,1.1615119398169946,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Rapu,Unnafiliated,-0.2305310390383042,-0.5558297727186214,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
246,Raza,Unnafiliated,-0.8289086797528825,-0.5001310313671122,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
247,Razor Fist,Unnafiliated,-0.6793142695742378,-0.49200894327305256,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248,Red Guardian,Unnafiliated,-0.8887464438243402,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Red Skull,Unnafiliated,1.3551697088553283,0.6075311787423348,0.2501704565404753,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Reed Richards,Unnafiliated,-0.5297198593955933,-0.4879320769764891,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Retch,Unnafiliated,-0.3502065671812199,-0.7291417778609389,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Rhomann Dey,Unnafiliated,-0.5895576234670511,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Richard,Unnafiliated,-0.5596387414313222,-0.4254831250297902,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
254,Rick Mason,Unnafiliated,-0.8887464438243402,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Rintrah,Unnafiliated,-0.5297198593955933,-0.4879320769764891,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Riri Williams,Unnafiliated,-0.6793142695742378,-0.842816712501545,-0.38189727396953366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Rocket,Guardians of the Galaxy,2.462168344177298,0.9012257579626816,2.037639479542357,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
258,Rodriguez,Unnafiliated,-0.7092331516099668,-0.5401190896079785,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
259,Roger Harrington,Unnafiliated,0.6371165399978341,-0.007972616955006251,0.08429615463423201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
260,Ronan the Accuser,Unnafiliated,-0.08093662885965967,-0.0025404979524995827,-0.08912814524847913,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Ruihua,Unnafiliated,-0.6793142695742378,-0.49200894327305256,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
262,Sally,Unnafiliated,0.9363053603551231,0.47102979528976385,0.07118880993071883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
263,Samuel Sterns,Unnafiliated,-0.978503089931527,-0.5440617897381047,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
264,Sandman,Unnafiliated,-0.5297198593955933,-0.4960752477398321,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
265,Sara,Unnafiliated,-0.5297198593955933,-0.4879320769764891,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Scarlet Witch,Unnafiliated,2.043303995677093,0.7854339614403179,1.6363236995648902,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Scott Lang,Unnafiliated,-0.6793142695742378,-0.39548313831029763,-0.38189727396953366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Scrote,Unnafiliated,-0.3502065671812199,-0.7291417778609389,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
269,Sersi,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Seymour,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,Sharon Carter,Unnafiliated,-0.46988209532413544,-0.05085100008721904,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Shaun,Unnafiliated,-0.6793142695742378,-0.49200894327305256,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
273,Shocker,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
274,Shuri,Unnafiliated,1.3551697088553283,0.6075311787423348,0.15201293097926608,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Sif,Unnafiliated,0.21825219149762948,-0.05085100008721904,-0.2607563474060185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
276,Sinister Strange,Unnafiliated,-0.5297198593955933,-0.4879320769764891,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Skurge,Unnafiliated,-0.7092331516099668,-0.33825284294551267,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
278,Smitty,Unnafiliated,-0.6793142695742378,-0.842816712501545,-0.38189727396953366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Sonny Burch,Unnafiliated,-0.7391520336456957,-0.8396005887655292,-0.38189727396953366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Soren,Unnafiliated,-0.08093662885965967,-0.1132988778466337,-0.23786844257790024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
281,Spider-Man,Unnafiliated,2.462168344177298,0.9012257579626816,1.5592979790803623,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
282,Sprite,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,Stakar Ogord,Unnafiliated,-0.3502065671812199,-0.7291417778609389,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
284,Star-Lord,Guardians of the Galaxy,2.462168344177298,0.9012257579626816,2.037639479542357,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
285,Starfox,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Stephen Strange,Unnafiliated,2.5220061082487555,0.9182649374724166,3.753509464945143,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
287,Stern,Unnafiliated,-0.2305310390383042,-0.14873093510773072,-0.3162602884074905,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
288,Supreme Intelligence,Unnafiliated,-0.6493953875385089,-0.24140157386664593,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
289,Supreme Strange,Unnafiliated,-0.5297198593955933,-0.4879320769764891,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
290,Surtur,Unnafiliated,-0.7092331516099668,-0.33825284294551267,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
291,T’Chaka,Guardians of the Multiverse,-0.021098864788201818,0.030397373397042175,-0.24780243865594753,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
292,T’Challa,Guardians of the Multiverse,-0.6793142695742378,-0.842816712501545,-0.38189727396953366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
293,Talos,Unnafiliated,-0.08093662885965967,-0.1132988778466337,-0.23786844257790024,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
294,Taserface,Unnafiliated,-0.3502065671812199,-0.7291417778609389,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,Taskmaster,Unnafiliated,-0.8887464438243402,-0.6903536899491212,-0.38189727396953366,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
296,"Thaddeus ""Thunderbolt"" Ross",Unnafiliated,1.6244396471768883,0.6754111512215591,1.6573800714641347,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
297,Thanos,Unnafiliated,1.714196293284075,0.6985235330257549,0.7182935380802199,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
298,The Broker,Unnafiliated,-0.5895576234670511,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,The Collector,Unnafiliated,0.6670354220335631,0.4093936816299131,-0.09699025545703516,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,The Other,Unnafiliated,-0.29036880310976204,-0.33825284294551267,-0.221633174186021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
301,Thena,Unnafiliated,-0.7092331516099668,3.747807710448874,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
302,Thor,Avengers,2.462168344177298,0.9012257579626816,2.499677910839544,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
303,"Timothy ""Dum Dum""Dugan",Howling Commandos,-0.7092331516099668,-0.4297234859644425,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
304,Tina Minoru,Unnafiliated,-0.7989897977171535,-0.6245957254395539,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
305,Tinkerer,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
306,Tiny,Unnafiliated,0.9363053603551231,0.47102979528976385,0.07118880993071883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307,Tommy Maximoff,Unnafiliated,-0.5297198593955933,-0.4879320769764891,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
308,Topaz,Unnafiliated,-0.7092331516099668,-0.33825284294551267,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
309,Toussaint T’Challa,Unnafiliated,-0.6793142695742378,-0.842816712501545,-0.38189727396953366,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Trevor Slattery,A.I.M.,-0.2305310390383042,-0.3111504301991636,-0.1526423958890447,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
311,Tullk,Unnafiliated,-0.3502065671812199,-0.7291417778609389,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Tyr,Unnafiliated,-0.5596387414313222,-0.4254831250297902,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
313,Ultron,Unnafiliated,0.06865778131898496,0.052690179272378776,-0.031947631369316394,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
314,Ulysses Klaue,Unnafiliated,0.00882001724752711,0.052690179272378776,-0.15141434963375908,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Ursa,Unnafiliated,-0.8887464438243402,-0.6903536899491212,-0.38189727396953366,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Uzman,Unnafiliated,-0.7391520336456957,-0.8396005887655292,-0.38189727396953366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Valkyrie,Revengers,1.4748452369982437,0.6374340159230708,0.18493198784446818,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
318,Veb,Unnafiliated,-0.61947650550278,-0.6831896404931457,-0.38189727396953366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Venom,Unnafiliated,-0.5297198593955933,-0.4960752477398321,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
320,Victor Timely,Unnafiliated,-0.61947650550278,-0.6831896404931457,-0.38189727396953366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,"Virginia ""Pepper"" Potts",Unnafiliated,2.5220061082487555,0.9182649374724166,2.1921184144733075,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0
322,Vision,Avengers,0.7867109501764789,0.47102979528976385,-0.2867334667580743,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
323,Volstagg,Warriors Three,0.4576032477834606,0.2537369365927288,-0.11310599007378638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
324,Vulture,Unnafiliated,-0.17069327496684633,-0.3780868326473046,-0.38189727396953366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
325,W’Kabi,Unnafiliated,-0.61947650550278,-0.7221656860009249,-0.38189727396953366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,Wanda Maximoff,Avengers,-0.5297198593955933,-0.4879320769764891,-0.38189727396953366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,War Machine,Avengers,2.342492816034382,0.8675274549917549,1.658594386097696,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
328,Wasp,Unnafiliated,1.5945207651411593,0.6677617602040662,1.7165569696557503,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
329,William Ginter Riva,Unnafiliated,-0.32028768514549094,-0.4297234859644425,-0.3520893459369484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
330,Winter Soldier,Unnafiliated,2.40233058010584,0.8843137365089884,2.439441547272469,1,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331,Wolfgang von Strucker,Unnafiliated,-0.5895576234670511,-0.29283293744645833,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332,Wong,Unnafiliated,2.6716005184274003,0.9614287034031515,5.064029502578352,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
333,Wu,Unnafiliated,-0.7092331516099668,-0.5401190896079785,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
334,Xoliswa,Dora Milaje,-0.61947650550278,-0.7221656860009249,-0.38189727396953366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335,Xu Wenwu,Unnafiliated,-0.6793142695742378,-0.49200894327305256,-0.38189727396953366,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
336,Xu Xialing,Unnafiliated,-0.6793142695742378,-0.49200894327305256,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
337,Yakan,Unnafiliated,-0.2305310390383042,-0.5558297727186214,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
338,Yama,Unnafiliated,0.5174410118549184,0.37594509161950806,-0.05809218171463925,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
339,Yellowjacket,Unnafiliated,-0.6793142695742378,-0.39548313831029763,-0.38189727396953366,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
340,Ying Li,Unnafiliated,-0.6793142695742378,-0.49200894327305256,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
341,Ying Nan,Unnafiliated,-0.6793142695742378,-0.49200894327305256,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
342,Yon-Rogg,Starforce,-0.6493953875385089,-0.24140157386664593,-0.38189727396953366,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343,Yondu Udonta,Guardians of the Galaxy,-0.08093662885965967,-0.6283259987226651,-0.34259969029864207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
344,Zeus,Unnafiliated,-0.2305310390383042,-0.5558297727186214,-0.38189727396953366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
345,Zuri,Unnafiliated,-0.61947650550278,-0.7221656860009249,-0.38189727396953366,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
